total,price,condition,MPN,movement,case material,band material,model,listingType,url
7300,7250,pre-owned,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction,http://www.ebay.com/itm/rolex-submariner-116610ln-black-dial-ceramic-bezel-steel-mens-40mm-watch-/264189461270
5995,5995,pre-owned,15200,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Date,StoreInventory,http://www.ebay.com/itm/diamond-rolex-date-15200-34mm-pink-flower-diamond-dial-diamond-oyster-band-/143078944924
4500,4500,pre-owned,279160,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-stainless-steel-auto-28mm-ladies-watch-bracelet-279160-/292713304311
3100,3100,pre-owned,1601,Mechanical: Automatic/Kinetic,"Solid Gold, Stainless Steel","Stainless Steel and Yellow Gold, Gold, Stainless Steel",Rolex Oyster Perpetual,StoreInventory,http://www.ebay.com/itm/mens-rolex-oyster-perpetual-datejust-watch-stainless-steel-fits-size-71-2-wrist-/283377717022
6692,6692,pre-owned,116400GV,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Milgauss,FixedPrice,http://www.ebay.com/itm/2018-rolex-milgauss-blue-dial-anniversary-green-crystal-116400gv-steel-watch-d8-/303008417828
3100,3100,pre-owned,1601,Mechanical: Automatic/Kinetic,"Solid Gold, Stainless Steel","Stainless Steel and Yellow Gold, Gold, Stainless Steel",Rolex Datejust,StoreInventory,http://www.ebay.com/itm/mens-rolex-oyster-perpetual-datejust-watch-stainless-steel-fits-size-71-2-wrist-/283377717022
6692,6692,pre-owned,116400GV,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Milgauss,FixedPrice,http://www.ebay.com/itm/2018-rolex-milgauss-blue-dial-anniversary-green-crystal-116400gv-steel-watch-d8-/303008417828
4999,4999,pre-owned,Rolex Authentic Mens Datejust 16013,Mechanical: Automatic,"Solid Gold, Stainless Steel","Original Rolex Jubilee, Solid Gold, Stainless Steel",Rolex Datejust Mens,StoreInventory,http://www.ebay.com/itm/rolex-mens-two-tone-diamond-dial-diamond-bezel-36mm-date-just-automatic-watch-/233011591930
5991,5991,pre-owned,14060,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/1998-mens-rolex-submariner-14060-stainless-steel-black-dive-no-date-40mm-swiss-/273569212333
11995,11995,pre-owned,116610,Mechanical: Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,http://www.ebay.com/itm/rolex-green-ceramic-hulk-submariner-116610-stainless-steel-box-papers-2012-/273684331207
10000,10000,pre-owned,18038,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory,http://www.ebay.com/itm/mens-18038-rolex-president-daydate-watch-36mm-18k-gold-custom-green-diamond-dial-/264179506404
10800,10800,new with tags,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory,http://www.ebay.com/itm/new-rolex-submariner-date-40mm-steel-ceramic-mens-watch-boxpapers-tags-116610-/362555657340
10550,10550,new with tags,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory,http://www.ebay.com/itm/rolex-submariner-116610-mens-stainless-steel-black-ceramic-bezel-black-dial-/152471124382
4500,4500,pre-owned,6305,Mechanical (Automatic),Gold,Leather,Rolex Oyster Perpetual,FixedPrice,http://www.ebay.com/itm/men-s-genuine-18k-gold-rolex-oyster-perpetual-watch-no-band-/153375592026
5251,5250,pre-owned,16013,Mechanical (Automatic),Stainless Steel,"Stainless Steel, 18K Gold",Datejust,Auction,http://www.ebay.com/itm/mens-rolex-datejust-two-tone-18k-steel-36mm-blue-dial-diamond-watch-3-35-ct-/223382259321
11060,11000,pre-owned,116660,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Sea-Dweller Deepsea,Auction,http://www.ebay.com/itm/rolex-sea-dweller-116600-ceramic-discontinued-/132942551477
7493,7493,pre-owned,216570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Explorer II,FixedPrice,http://www.ebay.com/itm/2018-mint-rolex-explorer-ii-42mm-216570-black-stainless-steel-gmt-date-watch-/273640129709
4195,4195,pre-owned,68240,Mechanical (Automatic),Stainless Steel,Stainless Steel,DateJust Mid-Size,StoreInventory,http://www.ebay.com/itm/rolex-datejust-ref-68240-stainless-steel-ladies-mid-size-31mm-blue-roman-dial-/253932692580
8795,8795,pre-owned,6517,Automatic,"Solid Gold, Rose Gold",Rose Gold,Rolex Lady-Datejust,StoreInventory,http://www.ebay.com/itm/rare-vintage-rolex-datejust-6605-solid-18k-gold-president-band-36mm-watch-/283016966498
3000,3000,pre-owned,1601,Mechanical (Automatic),"Solid Gold, Stainless Steel","Leather, Genuine Leather",Rolex Datejust,StoreInventory,http://www.ebay.com/itm/mens-vintage-rolex-datejust-yellow-gold-steel-white-dial-roman-numeral-watch-/192789113474
9000,9000,new with tags,114060,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-no-date-114060-mens-steel-watch-black-dial-ceramic-bezel-40mm-/153248747025
8411,8411,pre-owned,16613,Mechanical (Automatic),Stainless Steel,"Two-Tone: Stainless Steel & 18k Yellow Gold, Solid Gold, Stainless Steel",Rolex Submariner,Auction,http://www.ebay.com/itm/2005-rolex-submariner-serti-dial-16613-silver-no-hole-40mm-boxes-papers-receipt-/283361913957
7800,7800,new without tags,216570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,StoreInventory,http://www.ebay.com/itm/rolex-explorer-ii-gmt-216570-white-dial-orange-42mm-mens-steel-oyster-bracelet-/323626228142
10099,10000,new with tags,116520,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Daytona,StoreInventory,http://www.ebay.com/itm/rolex-daytona-116520-wrist-watch-men-/163538271351
10099,10000,new with tags,116520,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Daytona,StoreInventory,http://www.ebay.com/itm/rolex-daytona-116520-wrist-watch-men-/163538185284
4050,4000,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory,http://www.ebay.com/itm/rolex-president-day-date-18k-gold-case-registered-design-1803-aftermarket-band-/392236503054
8000,8000,pre-owned,68273,Mechanical (Automatic),Stainless Steel,"Stainless Steel, Yellow Gold",Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-31mm-two-tone-18k-rose-gold-mother-pearl-dial-178241-/283372508382
3400,3400,pre-owned,16030,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-16030-watch-blue-dial-1985-quickset-date-extremely-sharp-/264190535017
4700,4700,pre-owned,114300,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,FixedPrice,http://www.ebay.com/itm/rolex-oyster-perpetual-114300-39mm-gray-rhodium-dial-stainless-wrist-watch-/173720736213
8400,8400,pre-owned,16710/2180,Mechanical (Automatic),Stainless Steel,Gold,GMT Mast II,Auction,http://www.ebay.com/itm/rolex-gmt-master-ii-116713-18k-gold-stainless-steel-m-serial-mens-watch-/283373751938
5800,5800,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-president-datejust-69178-18k-gold-diamond-dial-diamond-bezel-watch-26mm-/283371184160
5040,5000,pre-owned,9083,Mechanical (Automatic),Stainless Steel,Stainless Steel,UFO,StoreInventory,http://www.ebay.com/itm/rolex-vintage-ufo-chronometer-ref-9083-stainless-steel-papers-circa-1950s-/123475837043
6600,6600,new with tags,126334,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-41mm-oystersteel-model-126300-new-box-and-tags-/202593490878
7050,7050,pre-owned,16710/2180,Mechanical (Automatic),Stainless Steel,Gold,GMT Mast II,FixedPrice,http://www.ebay.com/itm/rolex-gmt-master-ii-16710-steel-gold-/183678250162
6789,6750,pre-owned,16600,Mechanical (Automatic),Stainless Steel,Stainless Steel,Sea-Dweller,StoreInventory,http://www.ebay.com/itm/rolex-16600-sea-dweller-4000-mens-40mm-steel-watch-b-ps-2007-z-/173785548201
3609,3609,pre-owned,16234,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-datejust-36mm-16234-18k-white-gold-bezel-ss-jubilee-band-diamond-face-/254108738782
6499,6499,pre-owned,16570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,StoreInventory,http://www.ebay.com/itm/rolex-mens-explorer-ii-ss-ref-16570-/292951819146
6019,5999,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-date-stainless-steel-watch-black-dial-mens-16610-/264188607904
3605,3605,pre-owned,1625,Mechanical (Automatic),Stainless Steel,"Gold, Steel",Datejust,Auction,http://www.ebay.com/itm/vintage-1970s-rolex-thunderbird-model-wristwatch-w-chocolate-dial-as-is-nr-/264179293590
5995,5995,pre-owned,1501,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Date,StoreInventory,http://www.ebay.com/itm/stainless-steel-diamond-rolex-datejust-34mm-black-diamond-accent-dial-watch-/112901284561
6150,6100,pre-owned,16610T,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-date-16610-f-no-holes-steel-pre-ceramic-black-watch-/303041586528
8323,8000,pre-owned,18038,Mechanical (Automatic),Gold,Solid Gold,Rolex President,StoreInventory,http://www.ebay.com/itm/rolex-day-date-18038-18k-yellow-gold-president-bracelet-jubilee-dial-/273685549626
8750,8700,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction,http://www.ebay.com/itm/rare-rolex-day-date-president-1803-18k-yellow-gold-mens-watch-/173776445833
4800,4800,pre-owned,114300,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,FixedPrice,http://www.ebay.com/itm/rolex-oyster-perpetual-114300-rhoso-39mm-dark-rhodium-index-ss-pre-owned-/123215141185
3920,3900,pre-owned,16203,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/used-authentic-rolex-18-karat-and-stainless-steel-mans-watch-model-16203-/113162893833
4900,4900,pre-owned,16263,Automatic Self Wind,18k Yellow Gold,Stainless Steel & 18k Yellow Gold,Datejust,FixedPrice,http://www.ebay.com/itm/datejust-rolex-men-yellow-gold-ss-two-tone-watch-fg29-2-ct-/352590340145
3100,3100,pre-owned,6917,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/vintage-rolex-datejust-ladies-26mm-steel-oyster-w-black-diamond-dial-bezel-/333060317291
3400,3400,pre-owned,16013,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rolex-mens-datejust-18k-gold-steel-champagne-index-brown-leather-16013-36mm-/192728895826
6995,6995,pre-owned,16710/2180,Mechanical (Automatic),Stainless Steel,Gold,GMT Mast II,FixedPrice,http://www.ebay.com/itm/rolex-gmt-master-ii-16710-steel-gold-/183678225077
4115,4050,pre-owned,5330/8,Manual,Gold,Alligator,Rolex Cellini 5330 8,FixedPrice,http://www.ebay.com/itm/rolex-cellini-18k-yellow-gold-watch-5330-org-rolex-box-and-card-/254063248827
4050,4000,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory,http://www.ebay.com/itm/rolex-president-day-date-18k-gold-case-registered-design-1803-aftermarket-band-/163534182189
7045,7000,pre-owned,78273,Mechanical (Automatic),Stainless Steel,"Stainless Steel, Yellow Gold",Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-lady-31mm-gold-steel-white-roman-178273-jubilee-watch-chest-/153359944172
8538,8500,pre-owned,5513,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/vintage-rolex-submariner-5513-box-rolex-authenticity-certificate-/254116236152
7900,7900,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory,http://www.ebay.com/itm/mens-rolex-day-date-president-solid-18k-yellow-gold-watch-champagne-fluted-1803-/303055783378
4544,4494,pre-owned,RD525-69BBSS,Mechanical (Automatic),Solid Gold 18K,Genuine Leather,Rolex Oyster Perpetual,Auction,http://www.ebay.com/itm/1950s-vintage-original-rolex-18k-rose-gold-ovettone-big-bubbleback-ref-5030-/202584884650
6418,6300,pre-owned,16000,Mechanical (Automatic),"Silver, Stainless Steel","Silver, Stainless Steel",Rolex Datejust,Auction,http://www.ebay.com/itm/2-pcs-rolex-datejust-ref-16014-1x16013-qs-automatic-cal-3035-running-well-/254101913247
4800,4800,pre-owned,178274,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rolex-mid-size-datejust-178274-ss-white-gold-diamond-bezel-pink-diamond-dial-/273494059033
6750,6675,new with tags,126300,Mechanical (Automatic),Stainless Steel,"Silver, Stainless Steel",Rolex Datejust 41,StoreInventory,http://www.ebay.com/itm/rolex-model-126300-41mm-datejust-oyster-band-silver-index-dial-smooth-bezel-/123605981531
3030,3000,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-1601-ss-white-gold-black-diamond-dial-jubilee-men-s-watch-/202580635391
3850,3850,pre-owned,7250,Automatic,"18K White gold, Stainless Steel",Stainless Steel,Rolex Lady-Datejust,StoreInventory,http://www.ebay.com/itm/ladies-7-250-rolex-datejust-ref-179174-18k-white-gold-steel-box-papers-mint-/264175440349
4873,4873,pre-owned,116660,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Sea-Dweller Deepsea,FixedPrice,http://www.ebay.com/itm/rolex-sea-dweller-rolex-oyster-deepsea-/401703864658
3300,3300,pre-owned,69163,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,Auction,http://www.ebay.com/itm/18k-gold-ss-rolex-datejust-smooth-bezel-tapestry-dial-mens-watch-16203-/401697135507
6700,6700,pre-owned,16613/2160,Mechanical (Automatic),Stainless Steel,"Gold, Steel",Submariner,Auction,http://www.ebay.com/itm/16613-18k-gold-ss-rolex-submariner-quickset-black-black-watch-/333049211217
5405,5405,pre-owned,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction,http://www.ebay.com/itm/rolex-submariner-date-116610-black-/153360994409
5500,5500,pre-owned,DateJust,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Lady-Datejust,StoreInventory,http://www.ebay.com/itm/rolex-steel-ladys-datejust-factory-mother-pearl-diamond-dial-ref-179174-/283333678740
4200,4200,pre-owned,69174,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice,http://www.ebay.com/itm/stainless-steel-oyster-white-roman-dial-diamond-bezel-rolex-datejust-watch-/233126059966
7350,7350,pre-owned,16018,Mechanical (Automatic),Solid Gold,Genuine Leather,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/mens-rolex-president-datejust-16018-diamonds-quick-set-sapphire-solid-18k-gold-/323632648318
3500,3500,manufacturer refurbished,114200SABLSO,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,FixedPrice,http://www.ebay.com/itm/rolex-oyster-perpetual-air-king-114200-34mm-blue-arabic-dial-ss-box-papers-/283187009085
10138,10100,pre-owned,1675,Mechanical (Automatic),Stainless Steel,Steel,GMT Master,Auction,http://www.ebay.com/itm/1960-rolex-oyster-perpetual-gmt-master-mens-vintage-watch-model-1675-pepsi-/173771975649
6393,6393,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/mint-serviced-rolex-submariner-date-16610-steel-watch-black-tritium-dial-a9-/303025678901
4250,4250,pre-owned,18038,Swiss Automatic,18K Yellow Gold,"Original Rolex 18K Yellow Gold President Bracelet, Yellow Gold",Rolex Day-Date,FixedPrice,http://www.ebay.com/itm/rare-rolex-daydate-president-18k-yellow-gold-mens-watch-artificial-diamond-/273691932467
4299,4299,pre-owned,16013,Mechanical (Automatic),Stainless Steel,"Solid Gold, Stainless Steel",Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-men-watch-two-tone-diamond-bezel-shiny-pearlized-mop-diamond-dial-/392233390136
5200,5200,pre-owned,6916,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/ladies-rolex-air-king-34mm-stainless-steel-pink-mother-pearl-diamond-watch-/142729899198
7000,7000,pre-owned,M50505-0020,Mechanical (Automatic),White Gold,alligator,Rolex Cellini,Auction,http://www.ebay.com/itm/rolex-cellini-dual-time-white-gold-black-leather-strap-box-papers-/183674741134
5000,5000,pre-owned,79170,Mechanical (Automatic),Stainless Steel,Stainless Steel,Tudor Oysterdate,StoreInventory,http://www.ebay.com/itm/tudor-big-block-crono-time-auto-wind-oysterdate-m-79170-case-rolex-/132928766695
4750,4750,pre-owned,114270,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,StoreInventory,http://www.ebay.com/itm/rolex-explorer-1-114270-black-dial-f-serial-2004-authentic-mens-watch-/292815765000
4350,4350,pre-owned,1601,Mechanical (Automatic),"Solid Gold, Stainless Steel","Leather, Genuine Leather",Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-steel-yellow-gold-vintage-mens-watch-1601-box-papers-/254103027687
3348,3333,pre-owned,16013,Mechanical (Automatic),Stainless Steel,"18k Yellow Gold, Stainless Steel",Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-datejust-16013-vintage-1987-two-tone-fluted-bezel-36mm-100-authentic-/382758042151
7950,7950,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/mens-rolex-submariner-date-18k-yellow-gold-steel-watch-blue-dial-bezel-16613-/153367148844
6100,6100,pre-owned,14060M,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-14060m-black-dial-stainless-steel-mens-watch-2-liner-k-serial-/264178940584
6215,6100,pre-owned,116900,Mechanical (Automatic),Stainless Steel,Stainless Steel,Air King,StoreInventory,http://www.ebay.com/itm/rolex-air-king-116900-s-s-40mm-black-green-auto-watch-stunning-b-p-/283285714610
5555,5555,pre-owned,16710/2180,Mechanical (Automatic),Stainless Steel,Gold,GMT Mast II,Auction,http://www.ebay.com/itm/rolex-gmt-master-ii-black-black-16713-18k-gold-ss-quickset-watch-/392228754401
3945,3900,pre-owned,69623,Mechanical (Automatic),"18k Yellow Gold Bezel, Stainless Steel",18k Yellow Gold & Stainless Steel,Yacht-Master,StoreInventory,http://www.ebay.com/itm/rolex-yachtmaster-ref-69623-18k-yellow-gold-stainless-steel-ladies-watch-29-mm-/153341147702
9521,9500,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction,http://www.ebay.com/itm/rolex-mens-submariner-hulk-green-dial-stainless-steel-ceramic-bezel-very-nice-/283359169943
